,Station_id,boro_code,density
440,3180,3,0.00052097011755
441,3221,4,0.000127337377875
442,3223,1,0.000674667922834
443,3224,1,0.000636564567206
444,3226,1,0.000592650908554
445,3230,1,0.000251739023695
446,3231,1,0.000465068886341
447,3232,3,0.0002543485633
448,3233,1,1.39447272601e-05
449,3235,1,0.000399014915109
450,3236,1,0.000664025894135
451,3237,4,0.000614363093542
452,3238,1,0.00152217707039
453,3241,3,0.000469472484423
454,3242,3,0.000510328088852
455,3243,1,0.00100243017453
456,3244,1,0.000660662034489
457,3246,3,0.000408800688625
458,3249,3,0.000375467897586
459,3255,1,0.000194125282121
460,3256,1,0.000299322347416
461,3258,1,0.000438463814595
462,3259,1,0.000639011010585
463,3260,1,0.000514242398258
464,3263,1,0.000484762755542
465,3264,1,0.000232962570762
466,3265,1,0.000385437154356
467,3282,1,0.000334061843398
468,3283,1,0.00109343786823
469,3284,1,0.00076469703918
470,3285,1,0.00120848186812
471,3286,1,0.00117099012334
472,3288,1,0.000895826404292
473,3289,1,0.00116826845508
474,3290,1,0.000857356082158
475,3291,1,0.00113673991604
476,3292,1,0.000230516127383
477,3293,1,0.00113673991604
478,3294,1,0.000669622133365
479,3295,1,0.000543783202059
480,3296,1,0.00168180750087
481,3297,3,0.000371981715771
482,3298,3,0.000419687361661
483,3299,1,0.000595372576813
484,3300,3,0.000283665109791
485,3301,1,0.00108450834989
486,3302,1,0.00141245408484
487,3303,3,0.00041438673434
488,3304,3,0.000402348194213
489,3305,1,0.00168180750087
490,3306,3,0.000437668720497
491,3307,1,0.00109845307715
492,3308,3,0.000405253345725
493,3309,1,0.000345193160772
494,3310,3,0.000608675112686
495,3311,3,0.00017675553413
496,3312,1,0.001075171091
497,3313,3,0.000431736095303
498,3314,1,0.00106016623827
499,3315,3,0.000314327200141
500,3316,1,0.00124487271339
501,3317,3,0.000425803470109
502,3318,1,0.000467454168636
503,3319,3,0.000369045983717
504,3320,1,0.000257793971058
505,3321,3,0.000403785479698
506,3322,3,0.000357486538751
507,3323,1,0.00125722725245
508,3324,3,0.000289169607394
509,3325,1,0.000691120254557
510,3326,3,0.000540908631089
511,3327,1,0.00082224961967
512,3328,1,0.000962491986369
513,3329,3,0.0005361380665
514,3330,3,0.000230944254974
515,3331,1,0.00107729134193
516,3332,3,0.0005361380665
517,3333,3,0.000540908631089
518,3335,3,0.0003705546238
519,3336,1,0.000382990710977
520,3337,3,0.000230944254974
521,3338,1,0.000515282136694
522,3339,3,0.000468249262734
523,3340,3,0.000540908631089
524,3341,1,0.000707756069534
525,3342,3,0.000417037048001
526,3343,1,0.00110200042005
527,3344,3,0.000200119068399
528,3345,1,0.000694178308781
529,3346,3,0.000616014442823
530,3347,3,0.000230944254974
531,3348,3,0.000230944254974
532,3349,3,0.000622436356693
533,3350,1,0.00109771914414
534,3351,1,0.000944021338858
535,3352,3,0.000230944254974
536,3353,3,0.000230944254974
537,3354,3,0.000314429135281
538,3355,1,0.000444396439789
539,3356,1,0.00100359223514
540,3357,1,0.0010399830804
541,3358,3,0.000567330219582
542,3359,1,0.000444396439789
543,3360,1,0.000793014621291
544,3361,3,0.000481031929389
545,3362,1,0.000545801517847
546,3363,1,0.000694178308781
547,3364,3,0.000456261690177
548,3365,3,0.000400238136799
549,3366,1,0.00100267481887
550,3367,1,0.000348618181502
551,3368,3,0.000439870519538
552,3369,1,0.00187691136034
553,3370,1,0.00136682791583
554,3371,3,0.000187152918491
555,3372,1,0.00136866274836
556,3373,3,0.000187152918491
557,3374,1,0.000463662181398
558,3375,1,0.00116475169272
559,3376,1,0.00107239845517
560,3377,3,0.000506658423783
561,3378,1,0.000640050749021
562,3379,1,0.000895031310194
563,3381,3,0.000477178781067
564,3382,3,0.000506658423783
565,3383,1,0.00111686256358
566,3384,3,0.000477178781067
567,3386,3,0.00063497437901
568,3387,1,0.000668062525711
569,3388,3,0.000423397800786
570,3389,3,0.000265561428787
571,3390,1,0.000849527463345
572,3391,1,0.00113857474857
573,3392,3,0.000169293881824
574,3393,3,0.000169293881824
575,3394,3,0.000510083444514
576,3395,3,0.000510083444514
577,3396,3,0.00063497437901
578,3397,3,0.000556076580039
579,3398,3,0.000477178781067
580,3399,3,0.000192596255009
581,3400,1,0.000448983521124
582,3401,3,0.000192596255009
583,3402,3,0.000510328088852
584,3403,3,0.00033259397737
585,3404,3,0.000373938870475
586,3405,3,0.000396507310646
587,3407,3,0.000187152918491
588,3408,3,0.000406721211753
